file_name,line_number,exception,data
files/vial_audit/AuditTrail0_20180205_135414_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f\x0f\x0e\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180207_074722_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/7/2018 8:47:22 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V21.LKD - 0' Build 400, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'DjfeUH')])"
files/vial_audit/AuditTrail0_20180207_074722_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '59619'), ('time_stamp', '2/7/2018 8:47:22 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'Rd6V88')])"
files/vial_audit/AuditTrail0_20180207_074722_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/7/2018 8:47:22 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'KERV+v')])"
files/vial_audit/AuditTrail0_20180131_142856_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x10\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_123614_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_145835_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_105448_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180201_085428_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x0f\x12\x16\x0f\x11\x11\x11\x13\x10\x10\x10\x0e\x0f\x0e\x0e\x11\x11\x12\x11\x10\x0e\x0f\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_142306_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 3:23:06 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'tSyPhq')])"
files/vial_audit/AuditTrail0_20180206_142306_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '59241'), ('time_stamp', '2/6/2018 3:23:06 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'S0bDfI')])"
files/vial_audit/AuditTrail0_20180206_142306_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 3:23:06 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'wORiGD')])"
files/vial_audit/AuditTrail0_20180131_143756_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x11\x10\x13\x13\x12\x13\x10\x0f\x0e\x0e\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180111_092949_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x84 in position 359: invalid start byte,
files/vial_audit/AuditTrail0_20180131_143905_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x83 in position 1550: invalid start byte,
files/vial_audit/AuditTrail0_20180207_092323_SPAMI-PC.csv,ALL,line contains NUL,
files/vial_audit/AuditTrail0_20180206_085806_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c\x0c\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_113811_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_094925_SPAMI-PC.csv,ALL,line contains NUL,
files/vial_audit/AuditTrail0_20180206_111122_SPAMI-PC.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 12:11:21 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'O52l0b')])"
files/vial_audit/AuditTrail0_20180206_111122_SPAMI-PC.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '58944'), ('time_stamp', '2/6/2018 12:11:21 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '/oKBTE')])"
files/vial_audit/AuditTrail0_20180206_111122_SPAMI-PC.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 12:11:22 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'i2W+xU')])"
files/vial_audit/AuditTrail0_20180206_162340_SPAMI-PC.csv,ALL,line contains NUL,
files/vial_audit/AuditTrail0_20180206_084254_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_140223_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x0e\x10\x10\x11\x10\x12\x10\x11\x11\x11\x12\x14\x14\x12\x12\x13\x12\x11\x13\x12\x0f\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_113142_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0e\x10\x0f\x10\x11\x14\x13\x14\x14\x15\x14\x15\x15\x11\x10\x11\x10\x11\x10\x10\x10\x10\x11\x12\x10\x10\x10\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180201_082112_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0c\x0c\x0c\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_130644_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x10\x11\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_102920_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_135453_SPAMI-PC.1.csv,2,time data '1/31/2018 2:54:53 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 2:54:53 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V18.LKD - 0' Build 329, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'YArNoY')])"
files/vial_audit/AuditTrail0_20180131_135453_SPAMI-PC.1.csv,3,time data '1/31/2018 2:54:53 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '55659'), ('time_stamp', '1/31/2018 2:54:53 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'sMeHYP')])"
files/vial_audit/AuditTrail0_20180131_135453_SPAMI-PC.1.csv,4,time data '1/31/2018 2:54:53 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 2:54:53 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', '8VJvrS')])"
files/vial_audit/AuditTrail0_20180131_135453_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x0f\x0e\x0f\x12\x11\x11\x11\x12\x11\x13\x11\x10\x0f\x11\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_142543_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x80 in position 1351: invalid start byte,
files/vial_audit/AuditTrail0_20180206_155210_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0b\x0b\x0b'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_110336_SPAMI-PC.csv,ALL,line contains NUL,
files/vial_audit/AuditTrail0_20180202_072318_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/2/2018 8:23:18 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V19.LKD - 0' Build 349, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', '9SrCbC')])"
files/vial_audit/AuditTrail0_20180202_072318_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '56727'), ('time_stamp', '2/2/2018 8:23:18 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'U4UihF')])"
files/vial_audit/AuditTrail0_20180202_072318_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/2/2018 8:23:18 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'kSe82o')])"
files/vial_audit/AuditTrail0_20180205_095407_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0c\x0f\x0f\x0e\x10\x0e\x0f\x10\x14\x19\x15\x10\x0f\x10\x0f\x12\x11\x12\x12\x13\x11\x0f\x0f\x0f\x0f\x10\x10\x11\x10\x0e\x0f\x0e\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_072053_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/2/2018 8:20:53 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V19.LKD - 0' Build 349, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'ZQp9xE')])"
files/vial_audit/AuditTrail0_20180202_072053_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '56693'), ('time_stamp', '2/2/2018 8:20:53 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '4+Oxqa')])"
files/vial_audit/AuditTrail0_20180202_072053_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/2/2018 8:20:53 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'xOpORx')])"
files/vial_audit/AuditTrail0_20180206_071410_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x11\x14\x13\x12\x11\x11\x10\x10\x0e\x0f\x0f\x11\x10\x0e\x14\x1a\x18\x13\x11\x10\x10\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_072318_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_123615_SPAMI-PC.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 1:36:14 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', '0qwUUM')])"
files/vial_audit/AuditTrail0_20180206_123615_SPAMI-PC.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '58957'), ('time_stamp', '2/6/2018 1:36:14 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'PkDK3N')])"
files/vial_audit/AuditTrail0_20180206_123615_SPAMI-PC.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 1:36:15 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'GGExee')])"
files/vial_audit/AuditTrail0_20180202_145943_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x0f\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_150625_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x80 in position 125: invalid start byte,
files/vial_audit/AuditTrail0_20180206_152302_SPAMI-PC.csv,ALL,line contains NUL,
files/vial_audit/AuditTrail0_20180206_090811_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 10:08:11 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', '1o6Hc2')])"
files/vial_audit/AuditTrail0_20180206_090811_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '58717'), ('time_stamp', '2/6/2018 10:08:11 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'fTsFo2')])"
files/vial_audit/AuditTrail0_20180206_090811_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 10:08:11 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'FLhS+C')])"
files/vial_audit/AuditTrail0_20180207_091326_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/7/2018 10:13:26 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V21.LKD - 0' Build 400, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'oKOFb/')])"
files/vial_audit/AuditTrail0_20180207_091326_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '59671'), ('time_stamp', '2/7/2018 10:13:26 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '0fdjEJ')])"
files/vial_audit/AuditTrail0_20180207_091326_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/7/2018 10:13:26 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'pt2VXY')])"
files/vial_audit/AuditTrail0_20180205_125956_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/5/2018 1:59:56 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'TShCwk')])"
files/vial_audit/AuditTrail0_20180205_125956_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '58040'), ('time_stamp', '2/5/2018 1:59:56 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'oATsIK')])"
files/vial_audit/AuditTrail0_20180205_125956_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/5/2018 1:59:56 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'ct0EYP')])"
files/vial_audit/AuditTrail0_20180201_083018_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_154323_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 4:43:23 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V21.LKD - 0' Build 400, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', '4KMYmb')])"
files/vial_audit/AuditTrail0_20180206_154323_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '59545'), ('time_stamp', '2/6/2018 4:43:23 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'kBbED5')])"
files/vial_audit/AuditTrail0_20180206_154323_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 4:43:23 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'zzRZu+')])"
files/vial_audit/AuditTrail0_20180206_105717_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180207_092323_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/7/2018 10:23:23 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V21.LKD - 0' Build 400, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'YOAUNX')])"
files/vial_audit/AuditTrail0_20180207_092323_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '59722'), ('time_stamp', '2/7/2018 10:23:23 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'nnKVjE')])"
files/vial_audit/AuditTrail0_20180207_092323_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/7/2018 10:23:23 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'P5aqaR')])"
files/vial_audit/AuditTrail0_20180131_140321_SPAMI-PC.1.csv,2,time data '1/31/2018 3:03:21 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:03:21 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V18.LKD - 0' Build 329, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'AHZwP6')])"
files/vial_audit/AuditTrail0_20180131_140321_SPAMI-PC.1.csv,3,time data '1/31/2018 3:03:21 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '55677'), ('time_stamp', '1/31/2018 3:03:21 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'Kpl6K4')])"
files/vial_audit/AuditTrail0_20180131_140321_SPAMI-PC.1.csv,4,time data '1/31/2018 3:03:21 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:03:21 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'PQDqNP')])"
files/vial_audit/AuditTrail0_20180206_072328_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180207_070720_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x0e\x10\x11\x14\x15\x14\x11\x11\x10\x11\x11\x12\x12\x12\x0f\x0e\x10\x0f\x0f\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_141054_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f\x0e\x0f\x0f\x0e\x0e\x0f\x0f\x0f\x0f\x0f\x0f\x11\x0f\x10\x0f\x10\x0e\x0e\x0f\x10\x11\x0f\x10\x0f\x11\x10\x10\x12\x0f\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_145457_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x80 in position 1158: invalid start byte,
files/vial_audit/AuditTrail0_20180205_152108_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_072053_SPAMI-PC.csv,ALL,line contains NUL,
